term,term_difference,en_tf,simple_tf
next,-0.000289953052213,0.000238051496749,0.000528004548962
average,-0.000288542324597,0.000178538622562,0.000467080947159
quantity,-0.000277483348795,0.000494215607381,0.000771698956176
science,-0.000273560719952,0.000701216908901,0.000974777628853
roundoff,-0.000271372560404,1.2937581345e-05,0.000284310141749
result,-0.000270966109847,0.00137397113884,0.00164493724869
temperature,-0.000270195771751,7.50379718012e-05,0.000345233743552
beginning,-0.000270195771751,7.50379718012e-05,0.000345233743552
named,-0.000269411245982,0.000116438232105,0.000385849478088
divided,-0.000266431466829,0.000139725878526,0.000406157345356
before,-0.000266273142908,0.000282039273322,0.00054831241623
square,-0.000265873786187,0.000972906117147,0.00123877990333
who,-0.000265096354255,0.000344139663778,0.000609236018033
paper,-0.000263685626639,0.000284626789591,0.00054831241623
curve,-0.000261332049333,0.000408827570503,0.000670159619837
table,-0.000257726068333,0.000331202082433,0.000588928150766
study,-0.000256858833685,0.000778842396972,0.00103570123066
ha,-0.000255034561675,0.00275052979396,0.00300556435563
good,-0.000252083157868,9.31505856843e-05,0.000345233743552
made,-0.000248002205104,0.000442465282,0.000690467487105
day,-0.000243143820408,0.000163013524948,0.000406157345356
small,-0.000241024182066,0.000408827570503,0.000649851752569
item,-0.000239537839407,8.53880368773e-05,0.000324925876284
mantissa,-0.000238519374675,5.17503253802e-06,0.000243694407213
into,-0.000238037309076,0.0011022819306,0.00134031923967
raining,-0.000235931858406,7.76254880703e-06,0.000243694407213
done,-0.000234204482948,0.000232876464211,0.000467080947159
but,-0.000233006412786,0.00230547699569,0.00253848340847
color,-0.000229187774331,9.57381019533e-05,0.000324925876284
money,-0.000227777046715,3.62252277661e-05,0.000264002274481
matter,-0.000225815732294,0.000139725878526,0.00036554161082
still,-0.000225265145488,0.000302739403474,0.000528004548962
put,-0.000223620478909,0.000121613264643,0.000345233743552
string,-0.000220950253761,0.000530440835147,0.000751391088908
aleph,-0.000218211507408,5.17503253802e-06,0.000223386539946
sunday,-0.000217819244523,2.58751626901e-05,0.000243694407213
want,-0.00021664245587,8.79755531463e-05,0.000304618009017
dithering,-0.000215623991139,7.76254880703e-06,0.000223386539946
month,-0.000215231728254,2.84626789591e-05,0.000243694407213
important,-0.000215224634418,0.000698629392632,0.00091385402705
hat,-0.00021303647487,1.0350065076e-05,0.000223386539946
second,-0.000209657338995,0.000724504555322,0.000934161894318
someone,-0.000207861442332,1.55250976141e-05,0.000223386539946
simple,-0.000207620409532,0.000564078546644,0.000771698956176
magnitude,-0.000207152531605,0.000320852017357,0.000528004548962
place,-0.000206760268721,0.000341552147509,0.00054831241623
side,-0.000200642386493,0.000530440835147,0.00073108322164
axis,-0.000199940569603,0.000165601041217,0.00036554161082
input,-0.000199782245682,0.000307914436012,0.000507696681694
exponential,-0.000199389982798,0.000328614566164,0.000528004548962
straight,-0.000198922104872,8.53880368773e-05,0.000284310141749
prize,-0.000198137579103,0.000126788297181,0.000324925876284
multiply,-0.000198137579103,0.000126788297181,0.000324925876284
monday,-0.00019790364014,5.17503253802e-06,0.000203078672678
circle,-0.000197428668377,0.000432115216924,0.000629543885301
tortoise,-0.000197119114371,4.65752928422e-05,0.000243694407213
random,-0.000196795372693,0.00100136879611,0.0011981641688
player,-0.00019515779995,0.000150075943602,0.000345233743552
type,-0.000195075091071,0.000556315997837,0.000751391088908
addition,-0.000194448889223,0.000455402863346,0.000649851752569
starting,-0.000194373274181,0.000191476203907,0.000385849478088
divide,-0.000193354809449,0.000111263199567,0.000304618009017
discourse,-0.000192728607602,1.0350065076e-05,0.000203078672678
exact,-0.000192178020796,0.000173363590024,0.00036554161082
significant,-0.000191785757912,0.000194063720176,0.000385849478088
hotel,-0.000191551818949,7.24504555322e-05,0.000264002274481
information,-0.000190292321417,0.000540790900223,0.00073108322164
correct,-0.000189982767412,0.000155250976141,0.000345233743552
add,-0.000189590504527,0.000175951106293,0.00036554161082
might,-0.00018802145299,0.000258751626901,0.000446773079891
floating,-0.000183789270142,8.02130043393e-05,0.000264002274481
count,-0.000183397007258,0.000100913134491,0.000284310141749
third,-0.00018182795572,0.0001837136551,0.00036554161082
better,-0.000177829711835,0.000126788297181,0.000304618009017
solved,-0.000177437448951,0.000147488427333,0.000324925876284
making,-0.000177437448951,0.000147488427333,0.000324925876284
scientist,-0.000176811247103,4.65752928422e-05,0.000223386539946
area,-0.000176019627498,0.00075814226682,0.000934161894318
ratio,-0.000175785688535,0.000636529002176,0.000812314690711
never,-0.000174457669798,0.000170776073755,0.000345233743552
discrete,-0.000173356496187,0.00049680312365,0.000670159619837
between,-0.000173266693472,0.00157320989156,0.00174647658503
height,-0.000173046942182,0.000111263199567,0.000284310141749
really,-0.00017202847745,3.10501952281e-05,0.000203078672678
going,-0.000171636214565,5.17503253802e-05,0.000223386539946
planck,-0.000171636214565,5.17503253802e-05,0.000223386539946
getting,-0.000169440961181,3.36377114971e-05,0.000203078672678
letter,-0.000168732050454,0.00033896463124,0.000507696681694
graham,-0.000168656435412,7.50379718012e-05,0.000243694407213
thumb,-0.000166853444912,3.62252277661e-05,0.000203078672678
away,-0.000166068919143,7.76254880703e-05,0.000243694407213
famous,-0.000166068919143,7.76254880703e-05,0.000243694407213
why,-0.000166068919143,7.76254880703e-05,0.000243694407213
nearest,-0.000165676656259,9.83256182223e-05,0.000264002274481
sum,-0.00016559394738,0.000504565672457,0.000670159619837
copy,-0.000165284393375,0.000119025748374,0.000284310141749
teacher,-0.000164658191527,1.81126138831e-05,0.00018277080541
must,-0.00016465109769,0.000688279327556,0.000852930425247
picture,-0.000163873665758,5.95128741872e-05,0.000223386539946
old,-0.000163481402874,8.02130043393e-05,0.000243694407213
slope,-0.00016308913999,0.000100913134491,0.000264002274481
centimeter,-0.000162462938142,0.0,0.000162462938142
rained,-0.000162462938142,0.0,0.000162462938142
amount,-0.0001621462903,0.000284626789591,0.000446773079891
solve,-0.000161520088453,0.0001837136551,0.000345233743552
whole,-0.000160735562684,0.000225113915404,0.000385849478088
correctly,-0.00015869863322,6.46879067252e-05,0.000223386539946
rank,-0.000158306370336,8.53880368773e-05,0.000243694407213
need,-0.000156812933841,0.000432115216924,0.000588928150766
goat,-0.000156503379836,4.65752928422e-05,0.000203078672678
dependent,-0.000155326591183,0.000108675683298,0.000264002274481
proportion,-0.000155326591183,0.000108675683298,0.000264002274481
metre,-0.000154700389335,7.76254880703e-06,0.000162462938142
adding,-0.000154542065414,0.000150075943602,0.000304618009017
trigonometric,-0.000153757539646,0.000191476203907,0.000345233743552
clay,-0.000153523600682,6.98629392632e-05,0.000223386539946
changed,-0.000153523600682,6.98629392632e-05,0.000223386539946
together,-0.000152188488108,0.000274276724515,0.000426465212623
plot,-0.000151328347298,5.17503253802e-05,0.000203078672678
changing,-0.000151328347298,5.17503253802e-05,0.000203078672678
cosine,-0.000150543821529,9.31505856843e-05,0.000243694407213
around,-0.000149993234724,0.000256164110632,0.000406157345356
bigger,-0.000149133093913,3.36377114971e-05,0.00018277080541
found,-0.000149050385034,0.000439877765731,0.000588928150766
sine,-0.000148582507108,0.000196651236445,0.000345233743552
rain,-0.000146937840528,1.55250976141e-05,0.000162462938142
coprime,-0.000146545577644,3.62252277661e-05,0.00018277080541
did,-0.000146387253723,0.000178538622562,0.000324925876284
achilles,-0.000143958061375,3.88127440351e-05,0.00018277080541
happen,-0.000143565798491,5.95128741872e-05,0.000203078672678
instead,-0.000142230685917,0.000263926659439,0.000406157345356
egg,-0.000142155070874,0.0,0.000142155070874
opposite,-0.000141996746953,0.000142313394795,0.000284310141749
too,-0.000141996746953,0.000142313394795,0.000284310141749
increment,-0.000141370545106,4.14002603041e-05,0.00018277080541
bracket,-0.000141370545106,4.14002603041e-05,0.00018277080541
calculation,-0.000140269371495,0.000367427310199,0.000507696681694
progression,-0.000139175291721,2.32876464211e-05,0.000162462938142
try,-0.000138783028837,4.39877765731e-05,0.00018277080541
match,-0.000138783028837,4.39877765731e-05,0.00018277080541
part,-0.000138383672116,0.000734854620398,0.000873238292515
imaginary,-0.000136821714415,0.000147488427333,0.000284310141749
proportionality,-0.000136587775452,2.58751626901e-05,0.000162462938142
talk,-0.000136587775452,2.58751626901e-05,0.000162462938142
easier,-0.000135803249684,6.72754229942e-05,0.000203078672678
car,-0.000135252662878,0.000230288947942,0.00036554161082
describe,-0.000135252662878,0.000230288947942,0.00036554161082
multiplied,-0.000135018723915,0.000108675683298,0.000243694407213
our,-0.000134234198146,0.000150075943602,0.000284310141749
packing,-0.000134000259183,2.84626789591e-05,0.000162462938142
blue,-0.000133607996299,4.91628091112e-05,0.00018277080541
shell,-0.000133607996299,4.91628091112e-05,0.00018277080541
start,-0.000133449672378,0.000191476203907,0.000324925876284
think,-0.000133215733415,6.98629392632e-05,0.000203078672678
writing,-0.000132038944762,0.000131963329719,0.000264002274481
yes,-0.000131805005798,1.0350065076e-05,0.000142155070874
measured,-0.000130235954261,9.31505856843e-05,0.000223386539946
figure,-0.000128666902724,0.000175951106293,0.000304618009017
vertical,-0.000128040700877,7.50379718012e-05,0.000203078672678
call,-0.000126863912224,0.000137138362257,0.000264002274481
grade,-0.00012662997326,1.55250976141e-05,0.000142155070874
recurring,-0.000126237710376,3.62252277661e-05,0.000162462938142
weather,-0.000126237710376,3.62252277661e-05,0.000162462938142
solving,-0.000124276395955,0.000139725878526,0.000264002274481
dozen,-0.000124042456991,1.81126138831e-05,0.000142155070874
student,-0.00012388413307,0.000160426008679,0.000284310141749
long,-0.000122315081533,0.000243226529287,0.00036554161082
causation,-0.000121847203607,0.0,0.000121847203607
numbering,-0.000121454940722,2.07001301521e-05,0.000142155070874
right,-0.000121447846886,0.000690866843825,0.000812314690711
drawn,-0.000120670414954,6.21003904562e-05,0.00018277080541
dot,-0.000120670414954,6.21003904562e-05,0.00018277080541
q,-0.000120587706075,0.000468340444691,0.000588928150766
could,-0.000119410917422,0.000530440835147,0.000649851752569
numeric,-0.000118475161569,4.39877765731e-05,0.000162462938142
highest,-0.000118475161569,4.39877765731e-05,0.000162462938142
studying,-0.000117690635801,8.53880368773e-05,0.000203078672678
arrow,-0.000117298372916,0.000106088167029,0.000223386539946
subtraction,-0.000116906110032,0.000126788297181,0.000243694407213
counting,-0.000116747786111,0.000269101691977,0.000385849478088
tom,-0.000116672171069,5.17503253802e-06,0.000121847203607
original,-0.00011658946219,0.000411415086772,0.000528004548962
fractional,-0.000116513847148,0.000147488427333,0.000264002274481
division,-0.000116355523227,0.000289801822129,0.000406157345356
apple,-0.000116279908184,2.58751626901e-05,0.000142155070874
looking,-0.0001158876453,4.65752928422e-05,0.000162462938142
absolute,-0.000115570997458,0.000331202082433,0.000446773079891
towards,-0.000114710856647,0.000108675683298,0.000223386539946
close,-0.000114552532726,0.000250989078094,0.00036554161082
website,-0.0001140846548,7.76254880703e-06,0.000121847203607
wanted,-0.0001140846548,7.76254880703e-06,0.000121847203607
solves,-0.000113692391915,2.84626789591e-05,0.000142155070874
lot,-0.000113692391915,2.84626789591e-05,0.000142155070874
finding,-0.00011314180511,0.000191476203907,0.000304618009017
best,-0.000112123340378,0.000111263199567,0.000223386539946
impossible,-0.000111731077494,0.000131963329719,0.000243694407213
stop,-0.000111497138531,1.0350065076e-05,0.000121847203607
secant,-0.000111497138531,1.0350065076e-05,0.000121847203607
cosecant,-0.000111497138531,1.0350065076e-05,0.000121847203607
flux,-0.00011133881461,0.000152663459872,0.000264002274481
finger,-0.00011133881461,0.000152663459872,0.000264002274481
thinking,-0.000111104875646,3.10501952281e-05,0.000142155070874
lorenz,-0.000110712612762,5.17503253802e-05,0.000162462938142
mark,-0.000110320349878,7.24504555322e-05,0.00018277080541
branch,-0.000109377500188,0.000256164110632,0.00036554161082
bank,-0.000108909622262,1.2937581345e-05,0.000121847203607
men,-0.000108909622262,1.2937581345e-05,0.000121847203607
earth,-0.000108517359377,3.36377114971e-05,0.000142155070874
interval,-0.000108276326578,0.000582191160527,0.000690467487105
binomial,-0.000108125096493,5.43378416492e-05,0.000162462938142
sign,-0.000107416185767,0.000359664761392,0.000467080947159
needed,-0.00010694830784,0.000116438232105,0.000223386539946
tangent,-0.00010694830784,0.000116438232105,0.000223386539946
mutual,-0.000106556044956,0.000137138362257,0.000243694407213
learn,-0.000106322105993,1.55250976141e-05,0.000121847203607
march,-0.000106322105993,1.55250976141e-05,0.000121847203607
size,-0.000106005458151,0.000300151887205,0.000406157345356
le,-0.00010584713423,0.000442465282,0.00054831241623
abstract,-0.000105613195266,0.000320852017357,0.000426465212623
cost,-0.00010514531734,7.76254880703e-05,0.00018277080541
postulate,-0.000104753054455,9.83256182223e-05,0.000203078672678
etc,-0.000104360791571,0.000119025748374,0.000223386539946
pas,-0.000103734589724,1.81126138831e-05,0.000121847203607
talking,-0.000103734589724,1.81126138831e-05,0.000121847203607
nature,-0.000103184002918,0.000181126138831,0.000284310141749
twice,-0.000102950063955,5.95128741872e-05,0.000162462938142
reach,-0.000102950063955,5.95128741872e-05,0.000162462938142
left,-0.000102867355076,0.000465752928422,0.000568620283498
unemployment,-0.000101539336339,0.0,0.000101539336339
gram,-0.000101539336339,0.0,0.000101539336339
no,-0.000101291209703,0.0012187201627,0.00132001137241
slide,-0.000101147073455,2.07001301521e-05,0.000121847203607
started,-0.00010075481057,4.14002603041e-05,0.000142155070874
keep,-0.000100362547686,6.21003904562e-05,0.000162462938142
include,-0.000100045899844,0.000346727180047,0.000446773079891
genetics,-9.99702848017e-05,8.28005206083e-05,0.00018277080541
more,-9.9556740408e-05,0.00211400079178,0.00221355753219
name,-9.86351722279e-05,0.00028721430586,0.000385849478088
encoded,-9.85595571856e-05,2.32876464211e-05,0.000121847203607
communication,-9.85595571856e-05,2.32876464211e-05,0.000121847203607
deviation,-9.81672943013e-05,4.39877765731e-05,0.000142155070874
scaled,-9.81672943013e-05,4.39877765731e-05,0.000142155070874
compare,-9.7775031417e-05,6.46879067252e-05,0.000162462938142
zeno,-9.69905056484e-05,0.000106088167029,0.000203078672678
read,-9.65982427642e-05,0.000126788297181,0.000223386539946
move,-9.65982427642e-05,0.000126788297181,0.000223386539946
closure,-9.64399188431e-05,0.000269101691977,0.00036554161082
audio,-9.63643038009e-05,5.17503253802e-06,0.000101539336339
arrange,-9.63643038009e-05,5.17503253802e-06,0.000101539336339
pupil,-9.63643038009e-05,5.17503253802e-06,0.000101539336339
tool,-9.62059798799e-05,0.000147488427333,0.000243694407213
difficult,-9.58137169956e-05,0.000168188557486,0.000264002274481
null,-9.55797780323e-05,4.65752928422e-05,0.000142155070874
here,-9.52631301903e-05,0.000331202082433,0.000426465212623
trigonometry,-9.47952522637e-05,8.79755531463e-05,0.00018277080541
work,-9.4554219464e-05,0.000636529002176,0.00073108322164
scalar,-9.44029893794e-05,0.000108675683298,0.000203078672678
six,-9.40107264951e-05,0.00012937581345,0.000223386539946
plotted,-9.37767875319e-05,7.76254880703e-06,0.000101539336339
mary,-9.37767875319e-05,7.76254880703e-06,0.000101539336339
four,-9.36940786531e-05,0.000414002603041,0.000507696681694
isolated,-9.33845246476e-05,2.84626789591e-05,0.000121847203607
notice,-9.29922617633e-05,4.91628091112e-05,0.000142155070874
overall,-9.29922617633e-05,4.91628091112e-05,0.000142155070874
double,-9.28339378423e-05,0.000191476203907,0.000284310141749
compared,-9.22077359947e-05,9.05630694153e-05,0.00018277080541
speaking,-9.22077359947e-05,9.05630694153e-05,0.00018277080541
multiplication,-9.2125027116e-05,0.00049680312365,0.000588928150766
pattern,-9.16571491894e-05,0.000253576594363,0.000345233743552
behind,-9.14232102261e-05,0.000131963329719,0.000223386539946
cotangent,-9.11892712629e-05,1.0350065076e-05,0.000101539336339
somewhere,-9.11892712629e-05,1.0350065076e-05,0.000101539336339
output,-9.10309473419e-05,0.000152663459872,0.000243694407213
width,-9.07970083786e-05,3.10501952281e-05,0.000121847203607
anything,-9.07970083786e-05,3.10501952281e-05,0.000121847203607
channel,-9.07970083786e-05,3.10501952281e-05,0.000121847203607
help,-9.001248261e-05,7.24504555322e-05,0.000162462938142
large,-8.99297737312e-05,0.000478690509767,0.000568620283498
positive,-8.96887409315e-05,0.0010272439588,0.00111693269973
storing,-8.86017549939e-05,1.2937581345e-05,0.000101539336339
scatter,-8.86017549939e-05,1.2937581345e-05,0.000101539336339
hill,-8.86017549939e-05,1.2937581345e-05,0.000101539336339
physic,-8.85190461151e-05,0.000419177635579,0.000507696681694
kleene,-8.78172292253e-05,5.43378416492e-05,0.000142155070874
mode,-8.78172292253e-05,5.43378416492e-05,0.000142155070874
horizontal,-8.70327034567e-05,9.57381019533e-05,0.00018277080541
butterfly,-8.60142387248e-05,1.55250976141e-05,0.000101539336339
ending,-8.60142387248e-05,1.55250976141e-05,0.000101539336339
pie,-8.60142387248e-05,1.55250976141e-05,0.000101539336339
yet,-8.58559148038e-05,0.00015783849241,0.000243694407213
displacement,-8.56219758406e-05,3.62252277661e-05,0.000121847203607
low,-8.56219758406e-05,3.62252277661e-05,0.000121847203607
star,-8.56219758406e-05,3.62252277661e-05,0.000121847203607
placed,-8.4837450072e-05,7.76254880703e-05,0.000162462938142
else,-8.4837450072e-05,7.76254880703e-05,0.000162462938142
search,-8.4837450072e-05,7.76254880703e-05,0.000162462938142
strong,-8.44451871877e-05,9.83256182223e-05,0.00018277080541
cause,-8.44451871877e-05,9.83256182223e-05,0.00018277080541
convention,-8.40529243034e-05,0.000119025748374,0.000203078672678
video,-8.34267224558e-05,1.81126138831e-05,0.000101539336339
liquid,-8.34267224558e-05,1.81126138831e-05,0.000101539336339
plant,-8.30344595715e-05,3.88127440351e-05,0.000121847203607
hypotenuse,-8.30344595715e-05,3.88127440351e-05,0.000121847203607
charge,-8.30344595715e-05,3.88127440351e-05,0.000121847203607
radix,-8.26421966873e-05,5.95128741872e-05,0.000142155070874
hurt,-8.12314690711e-05,0.0,8.12314690711e-05
helical,-8.12314690711e-05,0.0,8.12314690711e-05
cream,-8.12314690711e-05,0.0,8.12314690711e-05
figured,-8.12314690711e-05,0.0,8.12314690711e-05
tick,-8.12314690711e-05,0.0,8.12314690711e-05
ɸ,-8.12314690711e-05,0.0,8.12314690711e-05
sale,-8.12314690711e-05,0.0,8.12314690711e-05
morning,-8.12314690711e-05,0.0,8.12314690711e-05
everyone,-8.12314690711e-05,0.0,8.12314690711e-05
ice,-8.12314690711e-05,0.0,8.12314690711e-05
abbreviated,-8.08392061868e-05,2.07001301521e-05,0.000101539336339
association,-8.08392061868e-05,2.07001301521e-05,0.000101539336339
simplex,-8.08392061868e-05,2.07001301521e-05,0.000101539336339
land,-8.04469433025e-05,4.14002603041e-05,0.000121847203607
eight,-8.04469433025e-05,4.14002603041e-05,0.000121847203607
quantifier,-8.04469433025e-05,4.14002603041e-05,0.000121847203607
pot,-7.86439528021e-05,2.58751626901e-06,8.12314690711e-05
engineering,-7.84856288811e-05,0.000144900911064,0.000223386539946
split,-7.82516899178e-05,2.32876464211e-05,0.000101539336339
loosely,-7.82516899178e-05,2.32876464211e-05,0.000101539336339
graphic,-7.82516899178e-05,2.32876464211e-05,0.000101539336339
colored,-7.82516899178e-05,2.32876464211e-05,0.000101539336339
